"gene";"ensembl_gene_id";"gene_biotype";"chromosome_name";"start";"end";"g_score";"mutsig";"avg_expr";"sirna"
"ADAL";"ENSG00000168803";"protein_coding";15;43330674;43354555;0.010177;0;7.470034692;0.139582796
"ADAM10";"ENSG00000137845";"protein_coding";15;58588807;58749978;0.010498;-0.002159931;10.59573328;-0.041994014
"ADAM11";"ENSG00000073670";"protein_coding";17;44759031;44781846;NA;-0.533635809;5.167753268;0.353086071
"ADAM12";"ENSG00000148848";"protein_coding";10;126012381;126388455;0.0178981818181818;-1.114261298;3.995210859;-1.892778243
"ADAM15";"ENSG00000143537";"protein_coding";1;155050566;155062775;0.06864;-0.099239951;11.77421299;-0.056768916
"ADAM17";"ENSG00000151694";"protein_coding";2;9488486;9555792;0.0248895;0;8.05240535;0.223439277
"ADAM18";"ENSG00000168619";"protein_coding";8;39584489;39730064;0.063095;-0.167758041;NA;-0.280729494
"ADAM19";"ENSG00000135074";"protein_coding";5;157395534;157575775;0.045854;-0.443301096;6.979609182;-0.7072211
"ADAM2";"ENSG00000104755";"protein_coding";8;39743735;39838289;0.060353;-0.581696865;3.393758512;0.38881519
"ADAM20";"ENSG00000134007";"protein_coding";14;70522358;70535015;0.005066;-2.574414289;0.348640889;-0.12525633
"ADAM21";"ENSG00000139985";"protein_coding";14;70452157;70459899;0.005066;-0.670811099;2.731211684;0.2580989
"ADAM22";"ENSG00000008277";"protein_coding";7;87934143;88202889;0.038671;-3.76e-05;6.089774924;0.258574232
"ADAM23";"ENSG00000114948";"protein_coding";2;206443539;206621130;0.0163759533424899;-3.091306388;3.383230349;-0.449749618
"ADAM28";"ENSG00000042980";"protein_coding";8;24294040;24359018;0.003987;-0.000161613;5.93733824;0.457738325
"ADAM29";"ENSG00000168594";"protein_coding";4;174829668;174978180;0.028941014774101;-3.186759616;-0.387688755;-0.04619278
"ADAM30";"ENSG00000134249";"protein_coding";1;119893533;119896495;0.02856;-0.065343538;NA;-0.149379427
"ADAM32";"ENSG00000197140";"protein_coding";8;39106990;39284911;0.073655;0;3.094385362;-0.049876603
"ADAM33";"ENSG00000149451";"protein_coding";20;3667965;3682246;0.00593;0;7.204548314;-0.079624462
"ADAM7";"ENSG00000069206";"protein_coding";8;24440930;24526970;0.010809;-0.063397519;2.76806054;-0.39461111
"ADAM8";"ENSG00000151651";"protein_coding";10;133262403;133276868;0.004384;-1.076589774;6.879486235;-0.278313223
"ADAM9";"ENSG00000168615";"protein_coding";8;38996869;39105144;0.0754516311959035;-0.106228114;11.48991222;0.09086127
"ADAMDEC1";"ENSG00000134028";"protein_coding";8;24384285;24406013;0.003987;-0.290070656;4.065021699;1.977216174
"ADAMTS1";"ENSG00000154734";"protein_coding";21;26835747;26845409;0.021794;-0.227180313;10.50147392;0.246255212
"ADAMTS10";"ENSG00000142303";"protein_coding";19;8580242;8610735;0.002957;-0.380942754;6.198701939;0.159705183
"ADAMTS12";"ENSG00000151388";"protein_coding";5;33523535;33892192;0.0179638461736998;-2.49e-05;3.19504594;-0.751189306
"ADAMTS13";"ENSG00000160323";"protein_coding";9;133414358;133459402;0.0251267109010011;-0.287550748;6.741137106;-0.197902899
"ADAMTS14";"ENSG00000138316";"protein_coding";10;70672803;70762441;0.018402;-0.96034137;2.627147596;0.086464449
"ADAMTS15";"ENSG00000166106";"protein_coding";11;130448974;130476641;NA;-0.145156879;3.294330954;0.449420016
"ADAMTS16";"ENSG00000145536";"protein_coding";5;5140330;5320304;0.040001;-0.000822238;1.98868805;-0.469555117
"ADAMTS17";"ENSG00000140470";"protein_coding";15;99971589;100342005;0.01752;-0.069143454;5.39426467;-1.180176405
"ADAMTS18";"ENSG00000140873";"protein_coding";16;77247813;77435114;0.005509;-0.018598892;0.91610711;0.435556167
"ADAMTS19";"ENSG00000145808";"protein_coding";5;129460265;129738683;0.022914;-0.008720917;1.411517996;-0.140189676
"ADAMTS2";"ENSG00000087116";"protein_coding";5;179110851;179345430;0.038076949259218;-0.187156908;6.22084088;-0.747624317
"ADAMTS20";"ENSG00000173157";"protein_coding";12;43353866;43551921;0.018196;-0.000613088;NA;0.788490151
"ADAMTS3";"ENSG00000156140";"protein_coding";4;72280969;72569386;0.04367107389823;-0.044351027;5.928238294;0.178045075
"ADAMTS4";"ENSG00000158859";"protein_coding";1;161184308;161199056;0.015638;-0.000127808;7.02127411;-0.649785154
"ADAMTS5";"ENSG00000154736";"protein_coding";21;26917912;26966513;0.025114;-0.03769979;6.502400606;0.66252718
"ADAMTS6";"ENSG00000049192";"protein_coding";5;65148736;65481920;0.002604;-0.704174761;3.354343128;1.128352506
"ADAMTS7";"ENSG00000136378";"protein_coding";15;78759203;78811431;0.001434;0;5.168668734;-0.030154287
"ADAMTS8";"ENSG00000134917";"protein_coding";11;130404925;130428993;0.02692;-1.31262317;6.629770474;0.757197463
"ADAMTS9";"ENSG00000163638";"protein_coding";3;64515654;64688000;0.0100485;-0.336573202;7.681719939;0.171628093
"ADAMTSL1";"ENSG00000178031";"protein_coding";9;17906563;18910950;0.00595628962758993;-0.003376293;7.79422796;-1.102538851
"ADAMTSL2";"ENSG00000197859";"protein_coding";9;133532164;133575519;0.020229;-0.845504503;7.259486299;0.043882627
"ADAMTSL3";"ENSG00000156218";"protein_coding";15;83654086;84039842;0.019292;-0.00013851;7.610197558;-0.116264634
"ADAMTSL4";"ENSG00000143382";"protein_coding";1;150549369;150560937;0.068964;-0.159161865;6.5430844;-0.180276005
"ADAMTSL5";"ENSG00000185761";"protein_coding";19;1505018;1513604;0.00433;-0.557833552;4.814696841;-0.476685096
"ADAP1";"ENSG00000105963";"protein_coding";7;897901;955407;0.012999;0;6.947428715;1.493169789
"ADAP2";"ENSG00000184060";"protein_coding";17;30906344;30959322;0.00372;0;6.367736561;0.862562715
"ADAR";"ENSG00000160710";"protein_coding";1;154582062;154627999;0.064082;-0.091202109;12.57860791;1.631016059
"ADARB1";"ENSG00000197381";"protein_coding";21;45073853;45226560;0.01283;0;9.636774895;0.20727799
"ADARB2";"ENSG00000185736";"protein_coding";10;1177318;1737476;0.007094;-0.880566026;4.142934682;0.473186614
"ADAT1";"ENSG00000065457";"protein_coding";16;75596981;75623300;0.004173;0;7.370199951;-1.157994246
"ADAT2";"ENSG00000189007";"protein_coding";6;143422832;143450673;0.005108;0;6.987911963;-0.820904661
"ADAT3";"ENSG00000213638";"protein_coding";19;1905378;1913447;0.00433;-0.916985473;6.004126656;-1.306931596
"ADCK1";"ENSG00000063761";"protein_coding";14;77800083;77935012;0;0;7.983507053;0.045783955
"ADCK2";"ENSG00000133597";"protein_coding";7;140673153;140696261;0.030272;0;9.827106953;0.083414402
"ADCK5";"ENSG00000173137";"protein_coding";8;144373101;144393242;0.05472;-0.05372794;7.423576227;0.195711579
"ADCY1";"ENSG00000164742";"protein_coding";7;45574140;45723116;0.01177;-0.00260509;8.184784668;0.254217022
"ADCY10";"ENSG00000143199";"protein_coding";1;167809388;167914215;0.014506;0;1.672865258;-2.648556067
"ADCY2";"ENSG00000078295";"protein_coding";5;7396208;7830081;0.0221845;-0.074571403;8.032997437;-0.614135256
"ADCY3";"ENSG00000138031";"protein_coding";2;24819169;24919839;0.017006;-0.112870422;9.063629599;-0.068018439
"ADCY4";"ENSG00000129467";"protein_coding";14;24318349;24335093;0.004788;-0.460010527;6.89943688;-0.796741953
"ADCY5";"ENSG00000173175";"protein_coding";3;123282296;123449758;0.037355;-0.025551374;7.704802075;0.478732154
"ADCY6";"ENSG00000174233";"protein_coding";12;48766194;48789037;0.002832;-0.032427948;10.88099823;1.473364291
"ADCY7";"ENSG00000121281";"protein_coding";16;50246137;50318135;0.007446;0;7.127875594;-0.956770381
"ADCY8";"ENSG00000155897";"protein_coding";8;130780301;131042426;0.0779082520910017;-1.816991127;0.013573633;-1.636891201
"ADCY9";"ENSG00000162104";"protein_coding";16;3953387;4116185;0.007977;-0.20219489;8.351627105;-0.351831234
"ADCYAP1";"ENSG00000141433";"protein_coding";18;904943;912172;0.005082;-0.91175155;2.548459817;0.512005391
"ADCYAP1R1";"ENSG00000078549";"protein_coding";7;31052461;31111479;0.050063;-0.000266736;0.600244208;-0.27185663
"ADD1";"ENSG00000087274";"protein_coding";4;2843857;2930076;0.023668;0;12.55932403;0.369683078
"ADD2";"ENSG00000075340";"protein_coding";2;70607618;70768225;0.003476;-0.145728447;4.891476083;-0.157578904
"ADD3";"ENSG00000148700";"protein_coding";10;109996368;110135565;0.004135;0;9.905733768;0.79958123
"ADGB";"ENSG00000118492";"protein_coding";6;146598965;146815462;0.003587;NA;NA;NA
"ADGRA1";"ENSG00000197177";"protein_coding";10;133070929;133131675;0.004384;NA;NA;NA
"ADGRA2";"ENSG00000020181";"protein_coding";8;37784191;37844896;0.076279;NA;NA;NA
"ADGRA3";"ENSG00000152990";"protein_coding";4;22345071;22516054;0.0118949895644518;NA;NA;NA
"ADGRB1";"ENSG00000181790";"protein_coding";8;142449430;142545009;NA;NA;NA;NA
"ADGRB2";"ENSG00000121753";"protein_coding";1;31727117;31764893;0.018804;NA;NA;NA
"ADGRB3";"ENSG00000135298";"protein_coding";6;68635367;69389511;0.00631;NA;NA;NA
"ADGRD1";"ENSG00000111452";"protein_coding";12;130953907;131141469;0.02086;NA;NA;NA
"ADGRD2";"ENSG00000180264";"protein_coding";9;124451425;124478589;0.028754;NA;NA;NA
"ADGRE1";"ENSG00000174837";"protein_coding";19;6887566;6940459;NA;NA;NA;NA
"ADGRE2";"ENSG00000127507";"protein_coding";19;14732393;14778541;0.006562;NA;NA;NA
"ADGRE3";"ENSG00000131355";"protein_coding";19;14619117;14690027;0.006562;NA;NA;NA
"ADGRE5";"ENSG00000123146";"protein_coding";19;14380501;14408725;0.010374;NA;NA;NA
"ADGRF1";"ENSG00000153292";"protein_coding";6;46997703;47042363;0.01957;NA;NA;NA
"ADGRF2";"ENSG00000164393";"protein_coding";6;47656436;47697797;0.016723;NA;NA;NA
"ADGRF3";"ENSG00000173567";"protein_coding";2;26308173;26346817;0.0179210351961408;NA;NA;NA
"ADGRF4";"ENSG00000153294";"protein_coding";6;47685864;47722021;0.016723;NA;NA;NA
"ADGRF5";"ENSG00000069122";"protein_coding";6;46852512;46954943;0.01957;NA;NA;NA
"ADGRG1";"ENSG00000205336";"protein_coding";16;57610652;57665580;0.003382;NA;NA;NA
"ADGRG2";"ENSG00000173698";"protein_coding";23;18989309;19122637;NA;NA;NA;NA
"ADGRG3";"ENSG00000182885";"protein_coding";16;57668187;57689378;0.003382;NA;NA;NA
"ADGRG4";"ENSG00000156920";"protein_coding";23;136300963;136416888;0.017367;NA;NA;NA
"ADGRG5";"ENSG00000159618";"protein_coding";16;57542421;57591681;0.003382;NA;NA;NA
"ADGRG6";"ENSG00000112414";"protein_coding";6;142301854;142446266;0.005108;NA;NA;NA
"ADGRG7";"ENSG00000144820";"protein_coding";3;100609589;100695479;0.016064;NA;NA;NA
"ADGRL1";"ENSG00000072071";"protein_coding";19;14147743;14206187;0.0117239322614292;NA;NA;NA
"ADGRL2";"ENSG00000117114";"protein_coding";1;81306160;81992436;0.012283;NA;NA;NA
"ADGRL3";"ENSG00000150471";"protein_coding";4;61201258;62078335;0.0195460424300868;NA;NA;NA
"ADGRL4";"ENSG00000162618";"protein_coding";1;78889764;79006718;0.01069;NA;NA;NA
"ADGRV1";"ENSG00000164199";"protein_coding";5;90529344;91164437;0.005822;NA;NA;NA
"ADH1A";"ENSG00000187758";"protein_coding";4;99276367;99291028;0.011078;-7.5e-06;0.099320947;0.729073655
"ADH1B";"ENSG00000196616";"protein_coding";4;99304964;99352760;0.011078;-0.31302094;5.6093468;1.06537102
"ADH1C";"ENSG00000248144";"protein_coding";4;99336492;99353027;0.011078;0;6.300111593;-0.122642004
"ADH4";"ENSG00000198099";"protein_coding";4;99123657;99157792;0.011078;-0.172149389;-0.079907725;-0.42637913
"ADH5";"ENSG00000197894";"protein_coding";4;99070978;99088801;0.011078;0;11.72011133;0.248552649
"ADH6";"ENSG00000172955";"protein_coding";4;99202638;99219537;0.011078;-2.015132047;1.705940784;-1.25226842
"ADH7";"ENSG00000196344";"protein_coding";4;99412261;99435737;0.011078;0;NA;0.399510159
"ADHFE1";"ENSG00000147576";"protein_coding";8;66430185;66471601;0.047221;-0.235904122;7.97619578;-0.18007795
"ADI1";"ENSG00000182551";"protein_coding";2;3497361;3519736;0.023339;-0.83937946;12.40083749;-0.252962185
"ADIG";"ENSG00000182035";"protein_coding";20;38581195;38588463;0.006028;0;-0.498462808;-0.589576438
"ADIPOQ";"ENSG00000181092";"protein_coding";3;186842690;186858463;0.034166;-1.703333843;NA;-0.528179393
"ADIPOR1";"ENSG00000159346";"protein_coding";1;202940823;202958572;0.017131;-1.520707514;11.55468362;-0.105569665
"ADIPOR2";"ENSG00000006831";"protein_coding";12;1688574;1788678;0.011488;-0.045505131;10.81142549;-0.346721415
"ADIRF";"ENSG00000148671";"protein_coding";10;86968192;86983934;0.006255;NA;NA;0.918414221
"ADK";"ENSG00000156110";"protein_coding";10;74151185;74709303;0.00745880334561121;0;8.293161254;1.816791635
"ADM";"ENSG00000148926";"protein_coding";11;10304680;10307397;0.003456;0;7.520826378;0.246215601
"ADM2";"ENSG00000128165";"protein_coding";22;50481556;50486440;NA;0;9.349921841;0.815821739
"ADM5";"ENSG00000224420";"protein_coding";19;49688664;49690575;0.011206;NA;NA;NA
"ADNP";"ENSG00000101126";"protein_coding";20;50888919;50931240;0.04323;-0.232580944;11.13276898;1.877000351
"ADNP2";"ENSG00000101544";"protein_coding";18;80109031;80147523;NA;-0.252297683;9.189447628;-0.460444588
"ADO";"ENSG00000181915";"protein_coding";10;62804857;62808483;0.030449;0;9.453830571;NA
"ADORA1";"ENSG00000163485";"protein_coding";1;203090654;203167405;0.0164322724816281;-2.342820905;3.366519306;-0.666421773
"ADORA2A";"ENSG00000128271";"protein_coding";22;24417879;24442360;0.007645;-0.793453601;5.992815696;0.511213171
"ADORA2B";"ENSG00000170425";"protein_coding";17;15944917;15975746;0.0130737272727273;0;4.537843094;0.468829404
"ADORA3";"ENSG00000282608";"protein_coding";1;111499429;111503760;0.008173;-1.759100429;5.222622085;0.178282741
"ADPGK";"ENSG00000159322";"protein_coding";15;72751369;72785846;0.014593;-3.8e-06;10.67194968;1.574768443
"ADPRH";"ENSG00000144843";"protein_coding";3;119579268;119589945;0.021818;0;8.284265335;0.214883302
"ADPRHL1";"ENSG00000153531";"protein_coding";13;113399610;113453524;0.015439;-0.219657385;6.902521085;-0.398255322
"ADPRHL2";"ENSG00000116863";"protein_coding";1;36088875;36093932;0;0;9.570513649;-0.105490443
"ADPRM";"ENSG00000170222";"protein_coding";17;10697594;10711233;0.016186;NA;NA;-0.587991998
"ADRA1A";"ENSG00000120907";"protein_coding";8;26748150;26867273;0.00878230827831386;0;4.656724966;0.847114426
"ADRA1B";"ENSG00000170214";"protein_coding";5;159865080;159972544;0.0427143118592672;-3.14346274;1.944877924;0.262852219
"ADRA1D";"ENSG00000171873";"protein_coding";20;4220631;4249074;0.005952;-0.860803992;4.616714994;0.116331141
"ADRA2A";"ENSG00000150594";"protein_coding";10;111077163;111080907;0.010361;-1.235389171;7.748670543;-0.337729719
"ADRA2B";"ENSG00000274286";"protein_coding";2;96112875;96116245;NA;-0.553393064;3.638400999;-0.003662452
"ADRA2C";"ENSG00000184160";"protein_coding";4;3766348;3768526;0.025848;-1.42433398;6.800260131;0.421296208
"ADRB1";"ENSG00000043591";"protein_coding";10;114044056;114046908;0.013023;-0.535850141;9.077400255;0.780171841
"ADRB2";"ENSG00000169252";"protein_coding";5;148825245;148828687;0.024899;0;9.017610845;-0.603044177
"ADRB3";"ENSG00000188778";"protein_coding";8;37962991;37966965;0.079024;0;0.540530905;-0.315111839
"ADRM1";"ENSG00000130706";"protein_coding";20;62302093;62308862;NA;0;10.91608353;-1.607975174
"ADSL";"ENSG00000239900";"protein_coding";22;40346500;40390463;0;-0.032835431;10.01143761;-4.170410576
"ADSS";"ENSG00000035687";"protein_coding";1;244408494;244452134;0.0303076186646131;-1.667234412;10.14140657;-0.600271407
"ADSSL1";"ENSG00000185100";"protein_coding";14;104724186;104747325;0.015409;0;7.103138352;0.403075149
"ADTRP";"ENSG00000111863";"protein_coding";6;11712054;11807046;0.008186;NA;NA;-2.374051857
"AEBP1";"ENSG00000106624";"protein_coding";7;44104361;44114562;0.025458;-2e-07;12.19857764;2.100802485
"AEBP2";"ENSG00000139154";"protein_coding";12;19404045;19720801;0.025281;-0.127052767;9.322207811;-1.79295853
"AEN";"ENSG00000181026";"protein_coding";15;88621296;88632282;0.017809;-0.411565679;9.117866582;-1.325944874
"AES";"ENSG00000104964";"protein_coding";19;3052910;3063107;0.009753;0;13.37747846;0.006929528
"AFAP1";"ENSG00000196526";"protein_coding";4;7758714;7939926;0.021822;-2.638117272;9.640257843;0.844341657
"AFAP1L1";"ENSG00000157510";"protein_coding";5;149271871;149341802;0.021641;0;6.682677204;-1.837322847
"AFAP1L2";"ENSG00000169129";"protein_coding";10;114294824;114404756;0.0189480818858561;0;8.301247728;NA
"AFDN";"ENSG00000130396";"protein_coding";6;167826922;167972023;NA;NA;NA;NA
"AFF1";"ENSG00000172493";"protein_coding";4;86935002;87141054;0.0198;-0.102440228;11.27918936;-2.008046244
"AFF2";"ENSG00000155966";"protein_coding";23;148500619;149000663;0.030213;-0.081370263;4.100083957;-0.576108699
"AFF3";"ENSG00000144218";"protein_coding";2;99545419;100142739;0.0153705381398495;-0.000158913;10.09419765;0.780171841
"AFF4";"ENSG00000072364";"protein_coding";5;132875379;132963634;0.025841;0;11.40568066;2.369761155
"AFG1L";"ENSG00000135537";"protein_coding";6;108294894;108526796;0.001724;NA;NA;NA
"AFG3L2";"ENSG00000141385";"protein_coding";18;12328944;12377314;0.011778;-1.526954186;10.47034864;0.650247771
"AFM";"ENSG00000079557";"protein_coding";4;73481683;73504001;0.054093;-0.699631559;NA;0.345599592
"AFMID";"ENSG00000183077";"protein_coding";17;78187317;78207701;0.029723;0;9.614943781;0.358750443
"AFP";"ENSG00000081051";"protein_coding";4;73431138;73456174;0.054093;0;0.521933652;-0.282472378
"AFTPH";"ENSG00000119844";"protein_coding";2;64524305;64593005;0.00767;0;10.98857028;0.833250578
"AGA";"ENSG00000038002";"protein_coding";4;177430770;177442503;0.028383;-3.456369029;9.059354646;0.351580853
"AGAP1";"ENSG00000157985";"protein_coding";2;235494089;236131800;0.0104084885804547;0;8.722802568;-0.012400638
"AGAP2";"ENSG00000135439";"protein_coding";12;57723761;57742157;0.008206;-9.85e-05;5.509880164;-0.69692224
"AGAP3";"ENSG00000133612";"protein_coding";7;151085831;151144436;0.035234;-0.259283296;10.94286797;-0.590764768
"AGAP4";"ENSG00000188234";"protein_coding";10;45825594;45853875;0.010656;-2.879573133;8.166084117;-0.12486022
"AGAP5";"ENSG00000172650";"protein_coding";10;73674285;73698159;0.006336;NA;5.182182757;-0.212836245
"AGAP6";"ENSG00000204149";"protein_coding";10;49982190;50010499;0.009572;NA;6.332466548;-0.081406956
"AGAP9";"ENSG00000204172";"protein_coding";10;47501854;47523638;NA;NA;NA;-0.128108322
"AGBL1";"ENSG00000273540";"protein_coding";15;86079973;87029052;0.0206675;-0.065118743;0.873673921;NA
"AGBL2";"ENSG00000165923";"protein_coding";11;47659591;47715389;0;0;3.181078185;0.359384219
"AGBL3";"ENSG00000146856";"protein_coding";7;134986508;135147963;0.030086;NA;3.019709709;-1.373081961
"AGBL4";"ENSG00000186094";"protein_coding";1;48532855;50023913;0.00413177944897385;0;1.476222143;-0.311111129
"AGBL5";"ENSG00000084693";"protein_coding";2;27042364;27070622;0.01367;-0.000587172;10.01945129;0.414562338
"AGER";"ENSG00000204305";"protein_coding";6;32180968;32184324;NA;-0.695493331;5.217962213;0.355225065
"AGFG1";"ENSG00000173744";"protein_coding";2;227472152;227561214;0.010257;-1.233678001;10.09108857;0.426049527
"AGFG2";"ENSG00000106351";"protein_coding";7;100539211;100568219;0.055151;0;10.09712518;-0.243970489
"AGGF1";"ENSG00000164252";"protein_coding";5;77029251;77065234;0.00474;-0.374715122;9.524687754;-0.289087414
"AGK";"ENSG00000006530";"protein_coding";7;141551189;141655244;0.0287670346031876;-0.476529517;9.190548428;0.112171986
"AGL";"ENSG00000162688";"protein_coding";1;99850084;99924023;0.003446;-0.239839913;9.867705681;0.904946482
"AGMAT";"ENSG00000116771";"protein_coding";1;15572353;15585110;0.010953;0;5.443302682;-0.207132261
"AGMO";"ENSG00000187546";"protein_coding";7;15200318;15562015;0.026515;NA;NA;-0.409742511
"AGO1";"ENSG00000092847";"protein_coding";1;35869808;35930528;0.00199764408209165;NA;NA;0.169330655
"AGO2";"ENSG00000123908";"protein_coding";8;140520156;140635619;0.05911;NA;NA;-0.874379507
